@RepJeffries @renrutphil from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/EQu9T8jvQO,361542576794398720
@repdonnaedwards Elixis from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/5UJDg1GJ9K,361537460645277696
@repjoecourtney Jeremy from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/7241LVyHMT,361533117804183553
@repmeehan Deb from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/1lUlWMkCUU,361530045233238017
@SenatorCardin @thats_d_ope from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/FcbdXw3zr2,361530010043039744
@chuckschumer @sweetbitch  from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff,361553449617338369
@SenToomey Eliza from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/eHy0cyUCLz,361520872743391232
@ElijahECummings @paperlily7 from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/p8J8TZCWzB,361515492487335936
@franklautenberg @miss_shara from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/j8qGHZEhgm,361513287902453761
@SenToomey Francesco from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/iGjZ3CxTlN,361503617162805248
@RepChrisSmith @amydireda from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/UwiFEsM7ne,361503564234911744
@RepRichardHanna Chrissy from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/UZr0ZrTzfK,361503495720943619
@SenBobCasey Kim from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/uMGPG8lt7V,361499695710871552
@SenatorMenendez @aalib231 from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/dd03V00bSR,361494844998311936
@SenGillibrand Kelly from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/B1a6l7Rmst,361490009611702273
@RepMaloney Solely from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/UidV6oIVYV,361487872555089925
@StabenowPress @lizzypowers from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/13MnJ7xUIN,361484661387558912
